date,symbol,marketcapname,sector
25-01-2024,AEGISLOG,Largecap,Services
25-01-2024,BOMDYEING,Smallcap,Textiles
25-01-2024,KARURVYSYA,Midcap,Bank
25-01-2024,TIDEWATER,Smallcap,Industrials
25-01-2024,XPROINDIA,Smallcap,Services
25-01-2024,BANCOINDIA,Smallcap,Auto
25-01-2024,FACT,Largecap,Industrials
25-01-2024,SPIC,Smallcap,Industrials
25-01-2024,BLUESTARCO,Largecap,FMCG
25-01-2024,IMPAL,Smallcap,Auto
25-01-2024,KCP,Smallcap,Industrials
25-01-2024,CIPLA,Largecap,Pharmaceuticals
25-01-2024,ARVIND,Midcap,Textiles
25-01-2024,MRPL,Largecap,Industrials
25-01-2024,SAIL,Largecap,Metals
25-01-2024,DRREDDY,Largecap,Pharmaceuticals
25-01-2024,EIDPARRY,Midcap,FMCG
25-01-2024,PGHL,Midcap,Pharmaceuticals
25-01-2024,ELECTCAST,Midcap,Industrials
25-01-2024,MADRASFERT,Smallcap,Industrials
25-01-2024,FINCABLES,Largecap,Industrials
25-01-2024,GODFRYPHLP,Largecap,FMCG
25-01-2024,GODREJIND,Largecap,Industrials
25-01-2024,HEROMOTOCO,Largecap,Auto
25-01-2024,HFCL,Largecap,Telecom
25-01-2024,HSCL,Largecap,Industrials
25-01-2024,HINDOILEXP,Smallcap,Oils
25-01-2024,KIRLOSIND,Midcap,Finance
25-01-2024,LICHSGFIN,Largecap,Finance
25-01-2024,LUPIN,Largecap,Pharmaceuticals
25-01-2024,MAHSEAMLES,Midcap,Metals
25-01-2024,MRF,Largecap,Auto
25-01-2024,NIITLTD,Smallcap,I.T
25-01-2024,JINDALSAW,Largecap,Metals
25-01-2024,JKLAKSHMI,Midcap,Industrials
25-01-2024,TATAPOWER,Largecap,Miscellaneous
25-01-2024,SUNDRMFAST,Largecap,Auto
25-01-2024,SUNFLAG,Smallcap,Metals
25-01-2024,ACC,Largecap,Industrials
25-01-2024,TIRUMALCHM,Smallcap,Industrials
25-01-2024,THOMASCOOK,Midcap,Miscellaneous
25-01-2024,TORNTPHARM,Largecap,Pharmaceuticals
25-01-2024,WSTCSTPAPR,Smallcap,Industrials
25-01-2024,CUMMINSIND,Largecap,FMCG
25-01-2024,BAJAJHLDNG,Largecap,Finance
25-01-2024,GESHIP,Midcap,Services
25-01-2024,GRWRHITECH,Midcap,Services
25-01-2024,GSFC,Midcap,Industrials
25-01-2024,NOCIL,Smallcap,Industrials
25-01-2024,COLPAL,Largecap,FMCG
25-01-2024,EIHOTEL,Largecap,Services
25-01-2024,INDHOTEL,Largecap,Services
25-01-2024,APOLLOTYRE,Largecap,Auto
25-01-2024,CEATLTD,Midcap,Auto
25-01-2024,TATAINVEST,Largecap,Finance
25-01-2024,BBTC,Midcap,Auto
25-01-2024,GREAVESCOT,Smallcap,FMCG
25-01-2024,MANGLMCEM,Smallcap,Industrials
25-01-2024,SWANENERGY,Midcap,Miscellaneous
25-01-2024,BBL,Midcap,FMCG
25-01-2024,SANDUMA,Midcap,Industrials
25-01-2024,DYNAMATECH,Midcap,FMCG
25-01-2024,ELECON,Midcap,FMCG
25-01-2024,HERCULES,Smallcap,FMCG
25-01-2024,IFBIND,Midcap,FMCG
25-01-2024,RANEHOLDIN,Smallcap,Finance
25-01-2024,GRINDWELL,Largecap,FMCG
25-01-2024,BAYERCROP,Largecap,Industrials
25-01-2024,PCBL,Midcap,Industrials
25-01-2024,ASTRAZEN,Midcap,Pharmaceuticals
25-01-2024,JBCHEPHARM,Largecap,Pharmaceuticals
25-01-2024,APOLLOHOSP,Largecap,Pharmaceuticals
25-01-2024,GUFICBIO,Smallcap,Pharmaceuticals
25-01-2024,GRPLTD,Smallcap,FMCG
25-01-2024,ITDCEM,Midcap,Realty
25-01-2024,GARFIBRES,Midcap,Textiles
25-01-2024,HUHTAMAKI,Smallcap,Services
25-01-2024,SHRIRAMFIN,Largecap,Finance
25-01-2024,MONARCH,Smallcap,Services
25-01-2024,VENUSPIPES,Smallcap,Metals
25-01-2024,PARADEEP,Midcap,Industrials
25-01-2024,ETHOSLTD,Midcap,FMCG
25-01-2024,PENIND,Smallcap,Metals
25-01-2024,MANINDS,Smallcap,Metals
25-01-2024,AJMERA,Smallcap,Realty
25-01-2024,NLCINDIA,Largecap,Miscellaneous
25-01-2024,GANECOS,Smallcap,Textiles
25-01-2024,SANGAMIND,Smallcap,Textiles
25-01-2024,VINDHYATEL,Smallcap,Realty
25-01-2024,ADORWELD,Smallcap,FMCG
25-01-2024,USHAMART,Midcap,Metals
25-01-2024,SUBROS,Midcap,Auto
25-01-2024,HBLPOWER,Midcap,Auto
25-01-2024,GIPCL,Smallcap,Miscellaneous
25-01-2024,CENTUM,Smallcap,FMCG
25-01-2024,MEDANTA,Largecap,Pharmaceuticals
25-01-2024,KEI,Largecap,Industrials
25-01-2024,FIVESTAR,Largecap,Finance
25-01-2024,KAYNES,Largecap,FMCG
25-01-2024,VADILALIND,Smallcap,FMCG
25-01-2024,SULA,Smallcap,FMCG
25-01-2024,LANDMARK,Smallcap,FMCG
25-01-2024,KFINTECH,Midcap,Financial Services
25-01-2024,HERITGFOOD,Midcap,FMCG
25-01-2024,RICOAUTO,Smallcap,Auto
25-01-2024,KAMOPAINTS,Smallcap,Services
25-01-2024,ELGIEQUIP,Largecap,FMCG
25-01-2024,NSLNISP,Midcap,Metals
25-01-2024,KPIL,Largecap,Realty
25-01-2024,BALMLAWRIE,Smallcap,Miscellaneous
25-01-2024,DCMSRIND,Smallcap,FMCG
25-01-2024,PRECWIRE,Smallcap,Metals
25-01-2024,SCI,Midcap,Services
25-01-2024,ITI,Largecap,Telecom
25-01-2024,NFL,Midcap,Industrials
25-01-2024,ASHIANA,Smallcap,Realty
25-01-2024,DVL,Smallcap,Services
25-01-2024,CYIENTDLM,Midcap,FMCG
25-01-2024,CARYSIL,Smallcap,FMCG
25-01-2024,NETWEB,Midcap,I.T
25-01-2024,RCF,Midcap,Industrials
25-01-2024,SHRIPISTON,Midcap,Auto
25-01-2024,KIOCL,Largecap,Industrials
25-01-2024,REDTAPE,Midcap,FMCG
25-01-2024,NEULANDLAB,Midcap,Pharmaceuticals
25-01-2024,COCHINSHIP,Largecap,Aerospace & Defence
25-01-2024,CAPLIPOINT,Midcap,Pharmaceuticals
25-01-2024,HITECH,Smallcap,Metals
25-01-2024,EMSLIMITED,Smallcap,Realty
25-01-2024,AUROPHARMA,Largecap,Pharmaceuticals
25-01-2024,NATCOPHARM,Largecap,Pharmaceuticals
25-01-2024,UDS,Smallcap,Miscellaneous
25-01-2024,FILATEX,Smallcap,Textiles
25-01-2024,GANESHHOUC,Midcap,Realty
25-01-2024,SALASAR,Smallcap,Metals
25-01-2024,HONASA,Midcap,Services
25-01-2024,SERVOTECH,Smallcap,FMCG
25-01-2024,IREDA,Largecap,Finance
25-01-2024,TFCILTD,Smallcap,Finance
25-01-2024,ICICIGI,Largecap,Services
25-01-2024,INDIASHLTR,Midcap,Finance
25-01-2024,SHAREINDIA,Midcap,Services
25-01-2024,MASFIN,Midcap,Finance
25-01-2024,JASH,Smallcap,FMCG
25-01-2024,SEAMECLTD,Smallcap,Miscellaneous
25-01-2024,DPABHUSHAN,Smallcap,Services
25-01-2024,TIINDIA,Largecap,Metals
25-01-2024,NAM-INDIA,Largecap,Finance
25-01-2024,DOLLAR,Smallcap,FMCG
25-01-2024,VERTOZ,Smallcap,I.T
25-01-2024,ASHAPURMIN,Smallcap,Industrials
25-01-2024,JKTYRE,Midcap,Auto
25-01-2024,MANGCHEFER,Smallcap,Industrials
25-01-2024,ONEPOINT,Smallcap,I.T
25-01-2024,NEWGEN,Midcap,I.T
25-01-2024,AMBER,Midcap,FMCG
25-01-2024,ASTERDM,Largecap,Pharmaceuticals
25-01-2024,THEMISMED,Smallcap,Pharmaceuticals
25-01-2024,ISEC,Largecap,Services
25-01-2024,MIDHANI,Midcap,Aerospace & Defence
25-01-2024,GENUSPOWER,Midcap,FMCG
25-01-2024,RITES,Midcap,Miscellaneous
25-01-2024,IRCON,Largecap,Realty
25-01-2024,SKYGOLD,Smallcap,Miscellaneous
25-01-2024,CUPID,Smallcap,Miscellaneous
25-01-2024,GRSE,Largecap,Aerospace & Defence
25-01-2024,TECHNOE,Midcap,Realty
25-01-2024,ALICON,Smallcap,Industrials
25-01-2024,NUCLEUS,Smallcap,I.T
25-01-2024,MANAPPURAM,Midcap,Finance
25-01-2024,CHOICEIN,Midcap,Finance
25-01-2024,KPIGREEN,Midcap,Miscellaneous
25-01-2024,CHALET,Midcap,Services
25-01-2024,TNPL,Smallcap,Industrials
25-01-2024,ANUP,Smallcap,Industrials
25-01-2024,MSTCLTD,Midcap,I.T
25-01-2024,RVNL,Largecap,Realty
25-01-2024,CGCL,Midcap,Finance
25-01-2024,IIFLSEC,Midcap,Services
25-01-2024,MUFIN,Smallcap,Finance
25-01-2024,IRCTC,Largecap,Miscellaneous
25-01-2024,FLUOROCHEM,Largecap,Industrials
25-01-2024,GENSOL,Smallcap,Realty
25-01-2024,APOLLOPIPE,Smallcap,FMCG
25-01-2024,AGARIND,Smallcap,Oils
25-01-2024,SWELECTES,Smallcap,FMCG
25-01-2024,KDDL,Smallcap,FMCG
25-01-2024,WELCORP,Midcap,Metals
25-01-2024,GAIL,Largecap,Industrials
25-01-2024,VAIBHAVGBL,Midcap,Miscellaneous
25-01-2024,JKPAPER,Midcap,Industrials
25-01-2024,MAZDOCK,Largecap,Industrials
25-01-2024,ENGINERSIN,Midcap,Realty
25-01-2024,ITDC,Midcap,Services
25-01-2024,SOUTHBANK,Midcap,Bank
25-01-2024,NATIONALUM,Largecap,Metals
25-01-2024,INDNIPPON,Smallcap,Auto
25-01-2024,ACCELYA,Smallcap,I.T
25-01-2024,GEOJITFSL,Smallcap,Services
25-01-2024,GLENMARK,Largecap,Pharmaceuticals
25-01-2024,ZYDUSLIFE,Largecap,Pharmaceuticals
25-01-2024,AJANTPHARM,Largecap,Pharmaceuticals
25-01-2024,TCI,Midcap,Services
25-01-2024,PNBGILTS,Smallcap,Finance
25-01-2024,TIPSINDLTD,Midcap,Media
25-01-2024,TAJGVK,Smallcap,Services
25-01-2024,BSOFT,Midcap,I.T
25-01-2024,GODREJCP,Largecap,FMCG
25-01-2024,OLECTRA,Midcap,Auto
25-01-2024,OFSS,Largecap,I.T
25-01-2024,UBL,Largecap,FMCG
25-01-2024,GRANULES,Midcap,Pharmaceuticals
25-01-2024,CANBK,Largecap,Bank
25-01-2024,PTC,Midcap,Services
25-01-2024,CENTURYPLY,Midcap,Plywood Boards/Laminates
25-01-2024,WELENT,Midcap,Realty
25-01-2024,ALLSEC,Smallcap,I.T
25-01-2024,JSWHL,Midcap,Finance
25-01-2024,JKCEMENT,Largecap,Industrials
25-01-2024,RML,Smallcap,Auto
25-01-2024,AIAENG,Largecap,Industrials
25-01-2024,NITINSPIN,Smallcap,Textiles
25-01-2024,GSPL,Largecap,Industrials
25-01-2024,KEC,Largecap,Realty
25-01-2024,INDOTECH,Smallcap,FMCG
25-01-2024,KAMDHENU,Smallcap,Metals
25-01-2024,VOLTAMP,Midcap,FMCG
25-01-2024,INDIANB,Largecap,Bank
25-01-2024,FORTIS,Largecap,Pharmaceuticals
25-01-2024,REFEX,Midcap,Services
25-01-2024,MOTILALOFS,Largecap,Services
25-01-2024,KSCL,Midcap,Miscellaneous
25-01-2024,PAISALO,Midcap,Finance
25-01-2024,JYOTHYLAB,Largecap,FMCG
25-01-2024,TARIL,Midcap,FMCG
25-01-2024,BRIGADE,Largecap,Realty
25-01-2024,JKIL,Midcap,Realty
25-01-2024,IRB,Largecap,Realty
25-01-2024,RECLTD,Largecap,Finance
25-01-2024,TITAGARH,Midcap,FMCG
25-01-2024,RPGLIFE,Smallcap,Pharmaceuticals
25-01-2024,ZFCVINDIA,Largecap,Auto
25-01-2024,ISGEC,Midcap,Realty
25-01-2024,NHPC,Largecap,Miscellaneous
25-01-2024,JSWENERGY,Largecap,Miscellaneous
25-01-2024,GODREJPROP,Largecap,Realty
25-01-2024,PERSISTENT,Largecap,I.T
25-01-2024,SJVN,Largecap,Miscellaneous
25-01-2024,ASHOKA,Midcap,Realty
25-01-2024,JWL,Largecap,FMCG
25-01-2024,KICL,Smallcap,Finance
25-01-2024,SUMMITSEC,Smallcap,Finance
25-01-2024,DHUNINV,Smallcap,Finance
25-01-2024,APLLTD,Largecap,Pharmaceuticals
25-01-2024,HEMIPROP,Midcap,Realty
25-01-2024,MCX,Largecap,Financial Services
25-01-2024,SCHNEIDER,Midcap,FMCG
25-01-2024,NBCC,Largecap,Realty
25-01-2024,JTLIND,Smallcap,Metals
25-01-2024,RAILTEL,Midcap,Telecom
25-01-2024,KIMS,Smallcap,Pharmaceuticals
25-01-2024,ANANDRATHI,Midcap,Finance
25-01-2024,RATEGAIN,Midcap,I.T
25-01-2024,INTELLECT,Midcap,I.T
25-01-2024,MINDACORP,Midcap,Auto
25-01-2024,PTCIL,Largecap,Industrials
25-01-2024,PNCINFRA,Midcap,Realty
25-01-2024,ARVSMART,Smallcap,Realty
25-01-2024,POWERMECH,Midcap,Realty
25-01-2024,RAMASTEEL,Smallcap,Metals
25-01-2024,QUICKHEAL,Smallcap,I.T
25-01-2024,MGL,Midcap,Industrials
25-01-2024,ADVENZYMES,Midcap,Pharmaceuticals
25-01-2024,BLS,Midcap,I.T
29-01-2024,AEGISLOG,Largecap,Services
29-01-2024,TATAMTRDVR,Largecap,Auto
29-01-2024,BOMDYEING,Smallcap,Textiles
29-01-2024,KARURVYSYA,Midcap,Bank
29-01-2024,XPROINDIA,Smallcap,Services
29-01-2024,BANCOINDIA,Smallcap,Auto
29-01-2024,FACT,Largecap,Industrials
29-01-2024,CENTURYTEX,Largecap,Industrials
29-01-2024,BEML,Midcap,Aerospace & Defence
29-01-2024,IMPAL,Smallcap,Auto
29-01-2024,KCP,Smallcap,Industrials
29-01-2024,CESC,Largecap,Miscellaneous
29-01-2024,CIPLA,Largecap,Pharmaceuticals
29-01-2024,CGPOWER,Largecap,FMCG
29-01-2024,ARVIND,Midcap,Textiles
29-01-2024,MRPL,Largecap,Industrials
29-01-2024,SAIL,Largecap,Metals
29-01-2024,DRREDDY,Largecap,Pharmaceuticals
29-01-2024,EIDPARRY,Midcap,FMCG
29-01-2024,ELECTCAST,Midcap,Industrials
29-01-2024,MADRASFERT,Smallcap,Industrials
29-01-2024,FINCABLES,Largecap,Industrials
29-01-2024,GODFRYPHLP,Largecap,FMCG
29-01-2024,GODREJIND,Largecap,Industrials
29-01-2024,GHCL,Midcap,Industrials
29-01-2024,HEROMOTOCO,Largecap,Auto
29-01-2024,HFCL,Largecap,Telecom
29-01-2024,HINDOILEXP,Smallcap,Oils
29-01-2024,INDIAGLYCO,Smallcap,FMCG
29-01-2024,INGERRAND,Midcap,FMCG
29-01-2024,KSL,Smallcap,Metals
29-01-2024,KIRLOSIND,Midcap,Finance
29-01-2024,LGBBROSLTD,Smallcap,Auto
29-01-2024,LICHSGFIN,Largecap,Finance
29-01-2024,LUPIN,Largecap,Pharmaceuticals
29-01-2024,MAHSEAMLES,Midcap,Metals
29-01-2024,HEIDELBERG,Midcap,Industrials
29-01-2024,NCC,Midcap,Realty
29-01-2024,NIITLTD,Smallcap,I.T
29-01-2024,BIRLACORPN,Midcap,Industrials
29-01-2024,SURYAROSNI,Midcap,Metals
29-01-2024,JINDALSAW,Largecap,Metals
29-01-2024,JKLAKSHMI,Midcap,Industrials
29-01-2024,SHREECEM,Largecap,Industrials
29-01-2024,TATAPOWER,Largecap,Miscellaneous
29-01-2024,SPLPETRO,Midcap,Oils
29-01-2024,ACC,Largecap,Industrials
29-01-2024,THERMAX,Largecap,FMCG
29-01-2024,THOMASCOOK,Midcap,Miscellaneous
29-01-2024,WSTCSTPAPR,Smallcap,Industrials
29-01-2024,CUMMINSIND,Largecap,FMCG
29-01-2024,ABBOTINDIA,Largecap,Pharmaceuticals
29-01-2024,BOSCHLTD,Largecap,Auto
29-01-2024,BPCL,Largecap,Industrials
29-01-2024,GESHIP,Midcap,Services
29-01-2024,SANOFI,Midcap,Pharmaceuticals
29-01-2024,NOCIL,Smallcap,Industrials
29-01-2024,EIHOTEL,Largecap,Services
29-01-2024,INDHOTEL,Largecap,Services
29-01-2024,APOLLOTYRE,Largecap,Auto
29-01-2024,TATAINVEST,Largecap,Finance
29-01-2024,BBTC,Midcap,Auto
29-01-2024,GREAVESCOT,Smallcap,FMCG
29-01-2024,MANGLMCEM,Smallcap,Industrials
29-01-2024,VTL,Midcap,Textiles
29-01-2024,SWANENERGY,Midcap,Miscellaneous
29-01-2024,BBL,Midcap,FMCG
29-01-2024,SANDUMA,Midcap,Industrials
29-01-2024,CHOLAHLDNG,Largecap,Finance
29-01-2024,DYNAMATECH,Midcap,FMCG
29-01-2024,HERCULES,Smallcap,FMCG
29-01-2024,IFBIND,Midcap,FMCG
29-01-2024,GRINDWELL,Largecap,FMCG
29-01-2024,GENESYS,Smallcap,I.T
29-01-2024,BAYERCROP,Largecap,Industrials
29-01-2024,UNICHEMLAB,Smallcap,Pharmaceuticals
29-01-2024,JBCHEPHARM,Largecap,Pharmaceuticals
29-01-2024,DHANUKA,Midcap,Industrials
29-01-2024,APOLLOHOSP,Largecap,Pharmaceuticals
29-01-2024,GUFICBIO,Smallcap,Pharmaceuticals
29-01-2024,ITDCEM,Midcap,Realty
29-01-2024,GARFIBRES,Midcap,Textiles
29-01-2024,HUHTAMAKI,Smallcap,Services
29-01-2024,SHRIRAMFIN,Largecap,Finance
29-01-2024,MONARCH,Smallcap,Services
29-01-2024,PRUDENT,Midcap,Services
29-01-2024,VENUSPIPES,Smallcap,Metals
29-01-2024,ETHOSLTD,Midcap,FMCG
29-01-2024,PENIND,Smallcap,Metals
29-01-2024,SSWL,Smallcap,Auto
29-01-2024,NLCINDIA,Largecap,Miscellaneous
29-01-2024,GANECOS,Smallcap,Textiles
29-01-2024,SANGAMIND,Smallcap,Textiles
29-01-2024,PRICOLLTD,Midcap,Auto
29-01-2024,VINDHYATEL,Smallcap,Realty
29-01-2024,ADORWELD,Smallcap,FMCG
29-01-2024,USHAMART,Midcap,Metals
29-01-2024,SUBROS,Midcap,Auto
29-01-2024,HBLPOWER,Midcap,Auto
29-01-2024,GIPCL,Smallcap,Miscellaneous
29-01-2024,ROTO,Smallcap,FMCG
29-01-2024,CENTUM,Smallcap,FMCG
29-01-2024,BIKAJI,Largecap,FMCG
29-01-2024,MEDANTA,Largecap,Pharmaceuticals
29-01-2024,KEI,Largecap,Industrials
29-01-2024,FIVESTAR,Largecap,Finance
29-01-2024,KAYNES,Largecap,FMCG
29-01-2024,VADILALIND,Smallcap,FMCG
29-01-2024,RUSTOMJEE,Midcap,Realty
29-01-2024,SULA,Smallcap,FMCG
29-01-2024,LANDMARK,Smallcap,FMCG
29-01-2024,KFINTECH,Midcap,Financial Services
29-01-2024,HERITGFOOD,Midcap,FMCG
29-01-2024,CCL,Midcap,FMCG
29-01-2024,RICOAUTO,Smallcap,Auto
29-01-2024,TRIDENT,Midcap,Textiles
29-01-2024,AARTIPHARM,Midcap,Pharmaceuticals
29-01-2024,HITECHGEAR,Smallcap,Auto
29-01-2024,ELGIEQUIP,Largecap,FMCG
29-01-2024,NSLNISP,Midcap,Metals
29-01-2024,DOLPHIN,Smallcap,Oils
29-01-2024,KPIL,Largecap,Realty
29-01-2024,RIIL,Smallcap,Services
29-01-2024,PRECWIRE,Smallcap,Metals
29-01-2024,SCI,Midcap,Services
29-01-2024,NFL,Midcap,Industrials
29-01-2024,ASHIANA,Smallcap,Realty
29-01-2024,DVL,Smallcap,Services
29-01-2024,CYIENTDLM,Midcap,FMCG
29-01-2024,SENCO,Midcap,Miscellaneous
29-01-2024,NETWEB,Midcap,I.T
29-01-2024,SHRIPISTON,Midcap,Auto
29-01-2024,BCLIND,Smallcap,Miscellaneous
29-01-2024,KIOCL,Largecap,Industrials
29-01-2024,REDTAPE,Midcap,FMCG
29-01-2024,IPCALAB,Largecap,Pharmaceuticals
29-01-2024,NEULANDLAB,Midcap,Pharmaceuticals
29-01-2024,SOTL,Smallcap,Oils
29-01-2024,SIS,Midcap,Miscellaneous
29-01-2024,EMSLIMITED,Smallcap,Realty
29-01-2024,SAMHI,Smallcap,Services
29-01-2024,AUROPHARMA,Largecap,Pharmaceuticals
29-01-2024,NATCOPHARM,Largecap,Pharmaceuticals
29-01-2024,FILATEX,Smallcap,Textiles
29-01-2024,GANESHHOUC,Midcap,Realty
29-01-2024,ZOTA,Smallcap,Services
29-01-2024,SALASAR,Smallcap,Metals
29-01-2024,HONASA,Midcap,Services
29-01-2024,SERVOTECH,Smallcap,FMCG
29-01-2024,IREDA,Largecap,Finance
29-01-2024,TFCILTD,Smallcap,Finance
29-01-2024,ICICIGI,Largecap,Services
29-01-2024,INDIASHLTR,Midcap,Finance
29-01-2024,DOMS,Midcap,Miscellaneous
29-01-2024,SHAREINDIA,Midcap,Services
29-01-2024,SEAMECLTD,Smallcap,Miscellaneous
29-01-2024,DPABHUSHAN,Smallcap,Services
29-01-2024,TIINDIA,Largecap,Metals
29-01-2024,NAM-INDIA,Largecap,Finance
29-01-2024,SUNCLAY,Smallcap,Industrials
29-01-2024,JYOTICNC,Largecap,FMCG
29-01-2024,JKTYRE,Midcap,Auto
29-01-2024,MANGCHEFER,Smallcap,Industrials
29-01-2024,NEWGEN,Midcap,I.T
29-01-2024,AMBER,Midcap,FMCG
29-01-2024,THEMISMED,Smallcap,Pharmaceuticals
29-01-2024,HGINFRA,Midcap,Realty
29-01-2024,ISEC,Largecap,Services
29-01-2024,MIDHANI,Midcap,Aerospace & Defence
29-01-2024,GENUSPOWER,Midcap,FMCG
29-01-2024,RITES,Midcap,Miscellaneous
29-01-2024,HDFCAMC,Largecap,Finance
29-01-2024,TECHNOE,Midcap,Realty
29-01-2024,ALICON,Smallcap,Industrials
29-01-2024,MANAPPURAM,Midcap,Finance
29-01-2024,CHOICEIN,Midcap,Finance
29-01-2024,KPIGREEN,Midcap,Miscellaneous
29-01-2024,CHALET,Midcap,Services
29-01-2024,SHAKTIPUMP,Midcap,FMCG
29-01-2024,CGCL,Midcap,Finance
29-01-2024,IIFLSEC,Midcap,Services
29-01-2024,MUFIN,Smallcap,Finance
29-01-2024,GENSOL,Smallcap,Realty
29-01-2024,GREENPANEL,Smallcap,Plywood Boards/Laminates
29-01-2024,SWELECTES,Smallcap,FMCG
29-01-2024,SBGLP,Smallcap,Realty
29-01-2024,BANKBARODA,Largecap,Bank
29-01-2024,GAIL,Largecap,Industrials
29-01-2024,VAIBHAVGBL,Midcap,Miscellaneous
29-01-2024,JKPAPER,Midcap,Industrials
29-01-2024,ITDC,Midcap,Services
29-01-2024,SOUTHBANK,Midcap,Bank
29-01-2024,NATIONALUM,Largecap,Metals
29-01-2024,INDNIPPON,Smallcap,Auto
29-01-2024,ACCELYA,Smallcap,I.T
29-01-2024,GEOJITFSL,Smallcap,Services
29-01-2024,GLENMARK,Largecap,Pharmaceuticals
29-01-2024,ZYDUSLIFE,Largecap,Pharmaceuticals
29-01-2024,TIPSINDLTD,Midcap,Media
29-01-2024,TAJGVK,Smallcap,Services
29-01-2024,BSOFT,Midcap,I.T
29-01-2024,GODREJCP,Largecap,FMCG
29-01-2024,OLECTRA,Midcap,Auto
29-01-2024,RADICO,Largecap,FMCG
29-01-2024,PETRONET,Largecap,Industrials
29-01-2024,PTC,Midcap,Services
29-01-2024,WELENT,Midcap,Realty
29-01-2024,JBMA,Largecap,Auto
29-01-2024,GOKEX,Midcap,FMCG
29-01-2024,ALLSEC,Smallcap,I.T
29-01-2024,JSWHL,Midcap,Finance
29-01-2024,JKCEMENT,Largecap,Industrials
29-01-2024,AIAENG,Largecap,Industrials
29-01-2024,NITINSPIN,Smallcap,Textiles
29-01-2024,GSPL,Largecap,Industrials
29-01-2024,KEC,Largecap,Realty
29-01-2024,INDOTECH,Smallcap,FMCG
29-01-2024,GALLANTT,Midcap,Metals
29-01-2024,PFOCUS,Smallcap,Media
29-01-2024,ALLCARGO,Midcap,Services
29-01-2024,VOLTAMP,Midcap,FMCG
29-01-2024,ACE,Midcap,FMCG
29-01-2024,TORNTPOWER,Largecap,Miscellaneous
29-01-2024,AHLUCONT,Midcap,Realty
29-01-2024,INDIANB,Largecap,Bank
29-01-2024,FORTIS,Largecap,Pharmaceuticals
29-01-2024,REFEX,Midcap,Services
29-01-2024,MOTILALOFS,Largecap,Services
29-01-2024,PAISALO,Midcap,Finance
29-01-2024,JYOTHYLAB,Largecap,FMCG
29-01-2024,ECLERX,Midcap,I.T
29-01-2024,TARIL,Midcap,FMCG
29-01-2024,BRIGADE,Largecap,Realty
29-01-2024,JKIL,Midcap,Realty
29-01-2024,IRB,Largecap,Realty
29-01-2024,RECLTD,Largecap,Finance
29-01-2024,RPGLIFE,Smallcap,Pharmaceuticals
29-01-2024,ISGEC,Midcap,Realty
29-01-2024,NHPC,Largecap,Miscellaneous
29-01-2024,GODREJPROP,Largecap,Realty
29-01-2024,MANINFRA,Midcap,Realty
29-01-2024,PERSISTENT,Largecap,I.T
29-01-2024,SJVN,Largecap,Miscellaneous
29-01-2024,GPPL,Midcap,Industrials
29-01-2024,ASHOKA,Midcap,Realty
29-01-2024,DHUNINV,Smallcap,Finance
29-01-2024,LTF,Largecap,Finance
29-01-2024,TDPOWERSYS,Midcap,FMCG
29-01-2024,MCX,Largecap,Financial Services
29-01-2024,SCHNEIDER,Midcap,FMCG
29-01-2024,NBCC,Largecap,Realty
29-01-2024,RTNINDIA,Midcap,Miscellaneous
29-01-2024,JTLIND,Smallcap,Metals
29-01-2024,BECTORFOOD,Midcap,FMCG
29-01-2024,HOMEFIRST,Midcap,Finance
29-01-2024,ORIENTCEM,Midcap,Industrials
29-01-2024,IWEL,Midcap,Miscellaneous
29-01-2024,SHYAMMETL,Largecap,Metals
29-01-2024,KIMS,Smallcap,Pharmaceuticals
29-01-2024,DODLA,Midcap,FMCG
29-01-2024,TEGA,Midcap,Industrials
29-01-2024,ANANDRATHI,Midcap,Finance
29-01-2024,RATEGAIN,Midcap,I.T
29-01-2024,MINDACORP,Midcap,Auto
29-01-2024,PNCINFRA,Midcap,Realty
29-01-2024,ARVSMART,Smallcap,Realty
29-01-2024,POWERMECH,Midcap,Realty
29-01-2024,NH,Largecap,Pharmaceuticals
29-01-2024,MGL,Midcap,Industrials
29-01-2024,LLOYDSENGG,Midcap,FMCG
29-01-2024,BLS,Midcap,I.T
29-01-2024,LTTS,Largecap,I.T
29-01-2024,GNA,Smallcap,Auto
29-01-2024,VBL,Largecap,FMCG
30-01-2024,TATAMTRDVR,Largecap,Auto
30-01-2024,BOMDYEING,Smallcap,Textiles
30-01-2024,KARURVYSYA,Midcap,Bank
30-01-2024,TIDEWATER,Smallcap,Industrials
30-01-2024,XPROINDIA,Smallcap,Services
30-01-2024,BANCOINDIA,Smallcap,Auto
30-01-2024,FACT,Largecap,Industrials
30-01-2024,CENTURYTEX,Largecap,Industrials
30-01-2024,BEML,Midcap,Aerospace & Defence
30-01-2024,BLUESTARCO,Largecap,FMCG
30-01-2024,KCP,Smallcap,Industrials
30-01-2024,CESC,Largecap,Miscellaneous
30-01-2024,CIPLA,Largecap,Pharmaceuticals
30-01-2024,CGPOWER,Largecap,FMCG
30-01-2024,ARVIND,Midcap,Textiles
30-01-2024,HINDPETRO,Largecap,Industrials
30-01-2024,MRPL,Largecap,Industrials
30-01-2024,SAIL,Largecap,Metals
30-01-2024,DRREDDY,Largecap,Pharmaceuticals
30-01-2024,EIDPARRY,Midcap,FMCG
30-01-2024,ELECTCAST,Midcap,Industrials
30-01-2024,GODFRYPHLP,Largecap,FMCG
